城市,时间,温度,体感温度,露水,潮湿,降雨,降雨概率,preciptype,下雪,下雪深度,windgust,风速,风向角度,海平面压力,云层,可见度,太阳辐射,solarenergy,uvindex,severerisk,天气现象,icon
shenzhen,2023-08-07T09:00:00,29.5,35.2,24.7,75.41,0,0,,0,0,18.4,17,218,1002.9,60.3,8.1,445,1.6,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T10:00:00,28.7,33.8,24.7,79.02,0,0,,0,0,15.8,17.1,146,1002.4,50,8.3,687,2.5,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T11:00:00,29.7,37.2,26.2,81.16,0.068,100,rain,0,0,21.6,7.4,354,1002.9,90,23.8,844,3,8,10,"Rain, Partially cloudy",rain
shenzhen,2023-08-07T12:00:00,30.7,38.7,26,75.99,0,0,,0,0,14,7.4,218,1002.4,38.5,10,944,3.4,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T13:00:00,31.6,40.2,26.1,72.4,0,0,,0,0,15.1,14.8,196,1001.4,40.6,10,977,3.5,10,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T14:00:00,30.4,38.6,26.3,78.96,0.039,100,rain,0,0,21.6,4,136,1001.6,90,24.2,944,3.4,9,10,"Rain, Partially cloudy",rain
shenzhen,2023-08-07T15:00:00,32.5,39.6,24.8,63.98,0,0,,0,0,13.7,13.7,203,1000.4,30,10,844,3,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T16:00:00,32.4,40.8,25.7,68.06,0,0,,0,0,14.8,20.9,194,999.5,30,10,689,2.5,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T17:00:00,32.8,42.4,26.4,69.13,0.008,100,rain,0,0,21.6,7.6,194,999.4,34.2,28.9,490,1.8,5,10,"Rain, Partially cloudy",rain
shenzhen,2023-08-07T18:00:00,31.5,39.3,25.6,71.18,0,0,,0,0,18.7,20.9,201,999.4,30,10,268,1,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T19:00:00,30.5,37.2,25.2,73.67,0,0,,0,0,22,21.4,192,1000.4,30,10,60,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-07T20:00:00,28.8,35.1,25.9,84.34,0,0,,0,0,25.2,4.1,165,1001.2,40,35.4,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-07T21:00:00,30.9,36.7,24.2,67.55,0,0,,0,0,23,18.4,206,1001.5,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-07T22:00:00,30.2,34.6,23.3,66.61,0,0,,0,0,25.2,19.1,216.3,1003,93,24.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-07T23:00:00,30.1,34.3,23.1,66.19,0,0,,0,0,26.3,20.2,222.4,1003,96.2,24.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-08T00:00:00,30,34.4,23.4,67.79,0,0,,0,0,26.3,20.2,227.1,1003,100,24.1,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-08T01:00:00,30,36.3,25.1,74.64,0,0,,0,0,24.8,17.1,205,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-08T02:00:00,25.8,25.8,24.9,95.15,0,0,,0,0,28.8,0.8,225,1001.8,91.9,29,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-08T03:00:00,29.9,35.3,24.3,71.78,0,0,,0,0,25.6,11.7,221,1001.5,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-08T04:00:00,29.9,36.3,25.2,75.54,0,0,,0,0,26.3,14,231,1002,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-08T05:00:00,25.5,25.5,24.7,95.66,0,0,,0,0,28.8,0.2,143,1002.1,91.9,26.8,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-08T06:00:00,29.5,35.1,24.7,75.47,0,0,,0,0,23.8,7.9,210,1002.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T07:00:00,29.9,36.3,25.2,75.54,0,0,,0,0,20.9,5.7,225,1003,30,10,57,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T08:00:00,28.3,34.4,26.1,87.76,0.12,100,rain,0,0,28.8,0.2,4,1003.8,76.1,28.4,254,0.9,3,3,"Rain, Partially cloudy",rain
shenzhen,2023-08-08T09:00:00,31.4,38.6,25.3,70.05,0,0,,0,0,15.5,7.9,236,1004,30,10,435,1.6,4,3,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T10:00:00,31.5,38.7,25.2,69.04,0,0,,0,0,13.7,12.1,216,1004,32,10,628,2.3,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T11:00:00,32.6,40.6,25.4,66.03,0,0,,0,0,28.8,4.1,146,1004.2,90,25.9,845,3,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T12:00:00,32.3,40.5,25.6,68.04,0,0,,0,0,9,15.7,214,1004,32,10,933,3.4,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T13:00:00,32.4,40.6,25.6,67.65,0,0,,0,0,9.7,21.6,214,1003.4,32,10,979,3.5,10,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T14:00:00,31.3,40.9,26.8,77.1,0,0,,0,0,28.8,4.4,184,1003.3,90,26,940,3.4,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T15:00:00,30.6,36.7,24.7,70.83,0,0,,0,0,12.2,15.7,290,1003,68.8,10,789,2.8,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T16:00:00,31.5,38,24.7,67.3,0,0,,0,0,13,12.3,242,1002,40.6,10,625,2.3,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T17:00:00,30.3,39,26.7,81.17,0,0,,0,0,28.8,7.9,221,1002,50.3,29,427,1.5,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T18:00:00,31.5,38,24.7,67.24,0,0,,0,0,15.8,17.1,190,1002,30,10,238,0.9,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T19:00:00,30.5,37.1,25.1,73.03,0,0,,0,0,19.4,17.6,184,1002.4,30,10,58,0.2,1,3,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-08T20:00:00,28.1,33.5,25.8,87.5,0,0,,0,0,28.8,0.6,222,1003.6,40,29,0,0,0,3,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-08T21:00:00,30,36.5,25.2,75.29,0,0,,0,0,18,15,187,1004,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-08T22:00:00,30,36.5,25.2,75.29,0,0,,0,0,15.5,15.5,186,1004.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-08T23:00:00,26.5,26.5,25.6,94.78,0,0,,0,0,28.8,0.5,201,1004.7,40,29,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T00:00:00,29.9,36.9,25.6,77.68,0,0,,0,0,18.7,12.5,198,1004,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T01:00:00,29.9,35.8,24.7,73.64,0,0,,0,0,20.5,14.8,207,1003.5,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T02:00:00,25.8,25.8,25,95.6,0,0,,0,0,28.8,0.7,222,1003.5,40,29,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T03:00:00,29.5,36.1,25.6,79.82,0,0,,0,0,22,14,215,1003,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T04:00:00,29.1,35.2,25.5,81.31,0,0,,0,0,23,16.5,222,1003,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T05:00:00,25.3,25.3,24.8,97.26,0,0,,0,0,21.6,0.5,231,1003.5,40,31.1,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T06:00:00,29.5,35.5,25.2,77.61,0,0,,0,0,17.6,15,235,1004,30,10,0,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T07:00:00,29.9,36.3,25.2,75.54,0,0,,0,0,15.1,11.4,242,1005,30,10,45,0.2,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T08:00:00,30.1,37.7,26.1,79.2,0,0,,0,0,21.6,0.5,225,1005.7,91.9,29,246,0.9,2,10,Overcast,cloudy
shenzhen,2023-08-09T09:00:00,30.6,37.8,25.6,74.72,0,0,,0,0,18,6.8,252,1006,30,10,486,1.7,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T10:00:00,31.1,38.8,25.7,73.38,0,0,,0,0,18.7,5.3,281,1006,30,10,687,2.5,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T11:00:00,31.8,40,25.8,70.86,0,0,,0,0,21.6,7.3,240,1006.3,91.9,28.4,843,3,8,10,Overcast,cloudy
shenzhen,2023-08-09T12:00:00,31.8,39.4,25.3,68.38,0,0,,0,0,15.1,6.8,203,1005.4,33.9,10,943,3.4,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T13:00:00,32.4,38.9,24.4,62.58,0,0,,0,0,14.8,11.4,206,1004.9,40.6,10,977,3.5,10,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T14:00:00,34.4,42.1,24.7,57.37,0.006,100,rain,0,0,25.2,14.4,231,1004.2,91.9,24.3,942,3.4,9,10,"Rain, Overcast",rain
shenzhen,2023-08-09T15:00:00,27.1,31.4,26.1,94.28,0,0,,0,0,17.3,11.2,10,1004,50,10,839,3,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T16:00:00,31.6,38.4,24.8,67.03,0,0,,0,0,19.1,16.9,189,1003.5,40.6,9.4,675,2.4,7,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T17:00:00,34.7,41.2,23.8,53.37,0,0,,0,0,25.2,7.5,267,1003.1,91.9,29.2,477,1.7,5,10,Overcast,cloudy
shenzhen,2023-08-09T18:00:00,30.7,38.2,25.7,74.42,0,0,,0,0,23,24.6,208,1003.5,44.7,9.3,259,0.9,3,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T19:00:00,30.5,37.8,25.7,75.56,0,0,,0,0,24.8,22.5,192,1004,33.9,10,55,0.2,1,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-09T20:00:00,30.1,36.2,24.9,73.85,0.154,100,rain,0,0,28.8,0.9,218,1005,91.9,33.2,0,0,0,30,"Rain, Overcast",rain
shenzhen,2023-08-09T21:00:00,30.9,38.6,25.7,73.55,0,0,,0,0,22.7,16.7,193,1005,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T22:00:00,30.9,39.3,26.2,75.89,0,0,,0,0,22.7,15.9,202,1005.4,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-09T23:00:00,27.6,32.3,25.5,88.25,0,0,,0,0,28.8,1.1,225,1005.3,80,28.9,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T00:00:00,29.9,37,25.7,78.16,0,0,,0,0,22,17.8,205,1004.5,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T01:00:00,29.9,37.6,26.2,80.37,0,0,,0,0,22.7,17.2,205,1004.4,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T02:00:00,26.9,30.6,25.5,92.37,0,0,,0,0,32.4,0.8,223,1004.4,83.9,30.8,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T03:00:00,29.9,38.2,26.6,82.41,0,0,,0,0,22.7,12.5,211,1004,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T04:00:00,29.9,38.2,26.6,82.41,0,0,,0,0,19.8,9.9,216,1004,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T05:00:00,27.1,31.5,26,93.49,0,0,,0,0,32.4,0.5,267,1004.1,91.9,25.6,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-10T06:00:00,29.9,38.8,27.1,84.51,0,0,,0,0,13.3,9.5,229,1004,30,10,0,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T07:00:00,29.9,37.5,26.2,80.15,0,0,,0,0,9.7,7,231,1004.9,39.4,10,57,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T08:00:00,29.4,37.8,27.1,87.78,0,0,,0,0,32.4,0.4,225,1005,91.9,23.5,235,0.8,2,10,Overcast,cloudy
shenzhen,2023-08-10T09:00:00,30.9,40,26.6,77.83,0,0,,0,0,7.2,6.2,206,1005,40.6,10,462,1.7,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T10:00:00,30.9,40,26.6,77.83,0,0,,0,0,6.8,8.9,222,1005.4,40.6,10,599,2.2,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T11:00:00,28,34,26.4,91.1,0,0,,0,0,32.4,0.6,27,1005.3,91.9,24.9,778,2.8,8,10,Overcast,cloudy
shenzhen,2023-08-10T12:00:00,30.7,38.8,26.1,76.13,0,0,,0,0,9.4,11.9,283,1004.9,50,7.6,867,3.1,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T13:00:00,27.9,33.1,25.7,88.07,0,0,,0,0,10.4,14.6,317,1004.9,50,7.6,849,3.1,8,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T14:00:00,26.5,26.5,25.3,93.1,0.585,100,rain,0,0,25.2,3.7,315,1003.8,90,8.7,704,2.5,7,10,"Rain, Partially cloudy",rain
shenzhen,2023-08-10T15:00:00,27.3,31.4,25.4,89.4,0,0,,0,0,8.6,5.7,220,1003.5,40.6,9.8,429,1.5,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T16:00:00,27.4,31.2,24.6,84.98,0,0,,0,0,11.2,8.7,238,1003.9,40.6,10,419,1.5,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T17:00:00,27.7,32.8,25.9,90,0,0,,0,0,25.2,0.3,187,1003.3,78.4,12.4,324,1.2,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T18:00:00,28.5,33.3,24.6,79.68,0,0,,0,0,9,3.6,198.2,1003.4,30,10,153,0.6,2,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-10T19:00:00,28.1,32.8,25.1,83.79,0,0,,0,0,13.7,4.2,260,1003.5,30,10,25,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T20:00:00,26.8,30.6,26.2,96.54,0,0,,0,0,9.7,0.5,354,1004.3,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T21:00:00,28.5,33.3,24.6,79.23,0,0,,0,0,6.8,3.6,169.5,1005,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T22:00:00,28.5,33.6,25.1,81.74,0,0,,0,0,8.6,3.8,280,1005.4,33.9,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-10T23:00:00,26.5,26.5,26,97.48,0,0,,0,0,25.2,0.1,234,1005.1,91.9,28.8,0,0,0,30,Overcast,cloudy
shenzhen,2023-08-11T00:00:00,28.9,35.6,26.1,84.4,0,0,,0,0,10.4,3.6,236.7,1005,50,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T01:00:00,28.5,33.8,25.2,82.03,0,0,rain,0,0,11.9,4.6,290,1004.4,68.8,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T02:00:00,26.4,26.4,26,97.42,0.262,100,rain,0,0,10.8,0.8,268,1003.4,100,13.3,0,0,0,30,"Rain, Overcast",rain
shenzhen,2023-08-11T03:00:00,27.7,32.9,25.8,89.44,0,0,rain,0,0,22.7,8.9,222,1002.5,50,9.7,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T04:00:00,27.5,31.5,24.6,84.25,0,0,rain,0,0,20.9,15,232,1002.4,48,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T05:00:00,26.2,26.2,25.6,96.18,0,0,rain,0,0,18,0.6,269,1002.7,91.9,27.7,0,0,0,10,Overcast,cloudy
shenzhen,2023-08-11T06:00:00,27.5,32.2,25.6,89.18,0,0,rain,0,0,16.2,7.2,231,1002.5,50,10,0,0,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T07:00:00,27.6,31.6,24.7,84.26,0,0,rain,0,0,15.8,11.2,286,1003,50,10,5,0,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T08:00:00,27.7,33,26.1,91.18,1.745,100,rain,0,0,18,0.3,223,1003.4,91.9,26.1,91,0.3,1,30,"Rain, Overcast",rain
shenzhen,2023-08-11T09:00:00,28.4,33.1,24.6,79.74,0,0,rain,0,0,10.1,12.2,256,1004,50,10,175,0.6,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T10:00:00,28.3,32.9,24.6,80.22,0,0,rain,0,0,11.5,17.9,254,1004.5,50,9.8,410,1.5,4,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T11:00:00,28.7,34.3,25.2,81.1,0,0,rain,0,0,18,3.9,220,1003.9,91.9,23.9,255,0.9,3,10,Overcast,cloudy
shenzhen,2023-08-11T12:00:00,29,35.1,25.6,81.87,0,0,,0,0,22.7,11.6,301,1003,40.6,10,128,0.5,1,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T13:00:00,30.5,36.6,24.7,71.49,0,0,rain,0,0,24.5,9.4,280,1002.5,50,10,69,0.2,1,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T14:00:00,30.6,37.6,25.4,73.97,0.046,100,rain,0,0,18,7.5,192,1002.3,90,20.5,96,0.3,1,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-11T15:00:00,31.3,37.3,24.3,66.2,0,0,rain,0,0,21.6,19,224,1002.4,50,10,93,0.3,1,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T16:00:00,30.3,37.3,25.5,75.59,0,0,rain,0,0,28.4,27.1,202,1002,50,10,46,0.2,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T17:00:00,29.1,35.5,25.7,81.93,0.055,100,rain,0,0,28.8,1.1,220,1001.8,91.9,26.8,38,0.1,0,10,"Rain, Overcast",rain
shenzhen,2023-08-11T18:00:00,28.5,33.3,24.6,79.48,0,0,rain,0,0,29.9,26.3,210,1001.5,32,10,20,0.1,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-11T19:00:00,28.9,34.1,24.6,77.54,0,0,,0,0,22.7,23.5,202,1002.4,32,10,4,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T20:00:00,27.4,31.2,24.6,84.83,0,0,,0,0,28.8,4.4,239,1003.2,90,31.1,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T21:00:00,28.1,32.5,24.6,81.69,0,0,,0,0,11.5,14.1,203,1003.4,39.4,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T22:00:00,28.5,33.3,24.6,79.68,0,0,,0,0,6.5,7.9,184,1003.4,30,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-11T23:00:00,25.8,25.8,24.7,93.43,0,0,,0,0,28.8,0.2,17,1003.2,83.9,33.2,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T00:00:00,27.9,32.4,24.7,82.68,0,0,,0,0,8.6,4.6,240,1003,32,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T01:00:00,28.5,33.4,24.7,79.97,0,0,rain,0,0,12.6,10.4,188,1003.4,40.6,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T02:00:00,25.8,25.8,24.7,93.8,0.021,100,rain,0,0,28.8,3.6,93,1003.3,91.9,25.5,0,0,0,10,"Rain, Overcast",rain
shenzhen,2023-08-12T03:00:00,27.1,30.5,24.6,86.38,0,0,rain,0,0,23,7.2,152,1002.4,50,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T04:00:00,27.5,31.8,25.1,86.42,0,0,,0,0,22.7,5.9,178,1001.5,48,10,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T05:00:00,25.6,25.6,25.2,97.39,0,0,rain,0,0,28.8,3.5,163,1002.4,90,31.1,0,0,0,10,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T06:00:00,27.9,32.6,25.1,84.3,0,0,,0,0,15.8,8.2,212,1002.4,58.3,10,0,0,0,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T07:00:00,27.9,32.3,24.6,82.18,0,0,,0,0,10.1,9.1,230,1003,58.3,10,50,0.2,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T08:00:00,27.6,32.2,25.5,88.23,0.629,100,rain,0,0,25.2,0.3,27,1003.5,74.5,27.8,204,0.7,2,10,"Rain, Partially cloudy",rain
shenzhen,2023-08-12T09:00:00,29.5,36.1,25.6,79.61,0,0,,0,0,11.2,8.7,241,1003.4,40.6,10,307,1.1,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T10:00:00,30,37.2,25.7,77.7,0,0,,0,0,10.1,12.1,214,1004,40.6,10,144,0.5,1,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T11:00:00,30.6,37.5,25.3,73.26,0,0,,0,0,21.6,7.6,248,1004.5,83.9,31.1,275,1,3,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T12:00:00,30.9,37.9,25.2,71.52,0,0,,0,0,12.6,17.1,199,1004,40.6,10,927,3.3,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T13:00:00,31.5,40,26.1,73.19,0,0,,0,0,16.6,21.8,202,1003,50,10,948,3.4,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T14:00:00,30.5,38.9,26.5,79.2,0.013,100,rain,0,0,28.8,4.6,235,1002.9,90,29,905,3.3,9,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-12T15:00:00,29,34.8,25.3,80.24,0,0,,0,0,21.2,20.1,212,1002.4,50,9.9,831,3,8,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T16:00:00,30.5,37.7,25.6,75.36,0,0,,0,0,21.2,18.4,210,1002,41.5,10,674,2.4,7,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T17:00:00,30.2,37.6,25.9,77.86,0,0,,0,0,36,7.5,202,1001.8,84.2,33.1,454,1.6,5,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T18:00:00,29.9,36.3,25.2,75.74,0,0,,0,0,21.6,16.7,181,1002.4,32,10,236,0.8,2,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-12T19:00:00,29.9,36.3,25.2,75.74,0,0,,0,0,21.2,22,191,1002.4,39.4,10,40,0.1,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T20:00:00,28.1,33.1,25.2,84.29,0,0,,0,0,36,0.7,207,1003.1,90,31.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T21:00:00,29.5,36.1,25.6,79.82,0,0,,0,0,21.6,16.9,181,1002.9,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T22:00:00,29.4,35.4,25.2,78.28,0,0,,0,0,22.7,12.9,156,1003,30,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-12T23:00:00,26.8,30.3,25.2,91.14,0,0,,0,0,36,7,139,1003.8,90,26.4,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-13T00:00:00,29.5,36.1,25.6,79.82,0,0,,0,0,20.2,14.6,181,1003.4,66.8,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-13T01:00:00,28.9,35,25.6,82.51,0,0,,0,0,18,11,161,1002.9,66.8,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-13T02:00:00,26.8,30.4,25.5,92.47,0,0,,0,0,36,0.3,138,1002.6,82.3,31.1,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-13T03:00:00,29.4,34.8,24.7,75.85,0,0,,0,0,15.8,14.9,184,1002.4,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-13T04:00:00,28.9,34.5,25.1,79.75,0,0,,0,0,14,16.7,195,1002.4,39.4,10,0,0,0,30,Partially cloudy,partly-cloudy-night
shenzhen,2023-08-13T05:00:00,26.8,30.5,25.8,94.39,0,0,,0,0,21.6,3.9,173,1002.6,91.9,31.1,0,0,0,30,Overcast,cloudy
shenzhen,2023-08-13T06:00:00,28.5,33.4,24.7,80.17,0,0,,0,0,15.8,15,185,1002.4,50,10,0,0,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T07:00:00,28.9,34.6,25.2,80.24,0,0,,0,0,16.2,13.8,196,1003,50,10,48,0.2,0,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T08:00:00,28,33.5,26.1,89.5,0.159,100,rain,0,0,21.6,0.6,211,1003.8,82.3,31,208,0.7,2,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-13T09:00:00,29.2,35.4,25.5,80.75,0,0,,0,0,15.1,13.6,203,1004,68.8,9.7,452,1.6,5,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T10:00:00,27.1,31.1,25.5,91.13,0,0,,0,0,15.5,18.2,204,1004.4,68.8,6.5,643,2.3,6,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T11:00:00,26.1,26.1,25.4,95.83,0.55,100,rain,0,0,28.8,4,229,1004.8,91.9,19,808,2.9,8,10,"Rain, Overcast",rain
shenzhen,2023-08-13T12:00:00,28.6,34.9,26.1,86,0,0,,0,0,18.7,12.1,226,1003.5,50,10,925,3.3,9,10,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T13:00:00,30,37,25.6,77.23,0,0,,0,0,21.2,13.8,191,1003.4,46.1,10,947,3.4,9,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T14:00:00,30.4,37.8,25.7,76.1,0.194,100,rain,0,0,28.8,7.5,201,1003.3,82.3,31,925,3.3,9,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-13T15:00:00,30.4,37,25.2,73.91,0,0,,0,0,27.4,21.2,194,1002.4,30,10,747,2.7,7,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T16:00:00,30.4,37.6,25.6,75.61,0,0,,0,0,31,19.5,181,1002.4,30,10,608,2.2,6,30,Partially cloudy,partly-cloudy-day
shenzhen,2023-08-13T17:00:00,29.8,36.2,25.3,76.65,0.014,100,rain,0,0,32.4,7.5,210,1002.2,90,29,437,1.6,4,30,"Rain, Partially cloudy",rain
shenzhen,2023-08-13T18:00:00,29.9,36.3,25.2,75.74,0,0,,0,0,26.6,21.4,191,1001.5,30,10,230,0.8,2,30,Partially cloudy,partly-cloudy-day
